compared,azteca retas,bomberos,cancha azteca,garrafa,beisbol azteca,iglesia azteca,awa,skaus,bethel playas,mural acordeon,danza pavlova,parque lluvia,iglesia renovación,iglesia jesucristo,cbtis,arriba de cbtis,parque bc,peewee wings,iglesia testigos,cinepolis,fuente xocolatl,nopales,royal academy,pozito,le monde de jouet,eliza grill kitchen,la casa del maestro,mural casa de la cultura,mural danza,mural personas,beaven,dino,Iglesia playa,Aquamarino,Callejón playa,Bar La Zebra,Mural Ballena Playa,Mural Pescado,Cancha Playa,Motel Monumental,Clamatos playa,Pizza NY,Pizzas del Pacifico,Jim Morrison,Mural Máscara,Estatuas Playa,Mural Ballenas,Mural Cantinflas,Mural Pez Postal,Corazón Teletón,Lesly Grafiti,Mural Steve Jobs,Kotiki,Mural Mándela,Última Oportunidad,Mándale Minotauro,Corazón Playa,Corazón Vegetal,Terraza Vallarta,Gym Playa
cinepolis,1111.4065134324162,1014.0622241756173,1012.7894794082333,1030.022199032623,1087.0082504286709,1181.7573741255014,1167.5380144988858,1130.4704955017623,1317.7297896761688,1327.9716618211398,1344.348849964175,1476.853738594313,1548.627438023749,1764.8371756340582,1684.1931491369987,1708.661216859562,1710.803310027193,1808.661099321816,1816.6272267308998,0.0,150.3174720383496,225.60765789307774,525.4929366794572,529.9105578302815,598.6887680589974,658.439556831149,846.8517209641839,902.5304972686519,936.8799863376312,874.7279770305738,836.3587196891057,809.2547892969185,1160.9406519284266,1257.6403698991217,1134.066943570793,1107.21880985648,1048.4695226853282,1102.0769176876902,1017.9485849982799,1006.8859101209035,1014.9575747291116,1053.477065388706,1003.1734358524451,1033.5745059259154,1006.3094651746053,967.2273739405849,1000.1452201055605,964.9972846075785,990.9271426295679,986.9798614460175,874.3440286866492,856.9378386440875,950.2536468227837,990.1483696901186,963.8175883952316,988.763369922248,1001.2868208959908,1001.4214691127808,988.4185252209714,1019.2053446190321
fuente xocolatl,984.8373866278637,891.9935215571916,882.316822915669,884.8588064205499,937.3815050981111,1033.4163490578228,1021.618466209377,986.4256551813725,1176.624376171087,1188.7536468924081,1209.2873888369131,1342.6466080097173,1403.3828712792529,1616.6462501425597,1550.008821265221,1585.036600839236,1588.9102542308674,1662.9745821869917,1669.7221093643097,150.3174720383496,0.0,145.30787487263035,449.9054008344421,426.51406834945084,477.02450104790216,542.2121640096245,747.5002478260459,783.8114493294928,818.10136193506,741.3661450322641,696.2477771598269,668.867266055082,1029.045224905106,1127.9387391166242,1012.3702921856212,992.9174503955503,933.4978200295917,990.2083201528858,907.7330612575482,900.9445891951402,910.8397299744889,950.1785950546349,904.846373701083,938.8557027040949,922.4167585749947,890.232429930521,922.6462618468684,892.7640409985161,921.2886047270964,925.5930814888364,790.1952901023898,794.7380832072917,907.5056961253742,946.3888792668687,929.2243606901403,953.5330484571575,969.1490936383318,976.1941735126267,965.1313416318009,1005.9243248376092
nopales,889.2377088270605,790.2043738173055,793.3450241225441,832.1243441938229,909.6699758703702,994.5779054453201,970.7889214448217,928.8281032031707,1109.1238962803027,1116.3834132142954,1127.7569706723164,1259.1497442719035,1348.0111986552633,1573.9702078501994,1466.1172611015804,1484.5881041218133,1486.2347800061739,1608.5061997082882,1620.3199214969864,225.60765789307774,145.30787487263035,0.0,309.8365401304372,304.3477938149051,376.54109961596487,433.85973505270107,622.5319790982628,677.9073898402347,712.2116118823112,658.5131692684665,629.3889694775401,603.117342231178,1089.9078402323748,1191.7270706415961,1090.039230486683,1080.4603486477417,1020.9535184816202,1080.634321220643,1001.0149489393252,998.8192667845369,1010.4041980316589,1050.0756247051922,1009.8591260666014,1046.5733849090564,1038.5102507919696,1011.1228456522977,1042.925315926313,1016.4311189647826,1046.1509742384224,1054.6100938261495,907.5870233757202,924.4413389718139,1044.0676702206615,1082.411520679635,1068.1554797874699,1092.1840010730793,1108.5877958014871,1117.2931019656392,1106.682291220023,1149.189489683925
royal academy,654.1248519969258,546.3745986042909,579.6043886134748,700.0077206717081,826.6906319778881,880.5327317028027,831.7511380214638,777.5472547054616,925.5899159455012,921.9804581985455,913.2523826960431,1036.5037725449918,1181.5252602039452,1427.8280616376749,1238.1346450608673,1224.7381109853648,1222.3301376060397,1437.139518105323,1459.1368610243524,525.4929366794572,449.9054008344421,309.8365401304372,0.0,111.53686565436557,216.55738754427196,222.35348996586495,333.74128093479834,432.08812480789146,463.74498778962567,473.8312768275222,489.56500171070235,470.8020481051458,1181.778142038513,1285.057568710445,1216.8846127714821,1228.374901160065,1171.2542714970136,1234.6030119030163,1164.2847830320554,1171.740119864469,1186.3907903384954,1225.2352910359707,1197.3709774752351,1238.5938557897014,1249.1279538141798,1233.273490268886,1262.8457179719144,1244.8057475767052,1276.6130051429056,1294.9033713756405,1125.188543222868,1169.2056012524058,1304.2614881993563,1340.5548872388626,1335.0059119719283,1357.899169526221,1376.5854377407888,1390.743015981026,1381.8344720334633,1430.8453724983704
pozito,596.1357167625506,492.7431135997742,509.4160681603987,603.1989113053835,721.8640455099561,781.5253864078888,738.0257350526471,686.5642464474829,846.2182763920902,846.6884542144176,846.4982660939122,974.2739069173514,1097.8739235905005,1339.21317272494,1179.3033835701483,1184.6208002985597,1185.080461614316,1356.0264317851627,1374.9118117173916,529.9105578302815,426.51406834945084,304.3477938149051,111.53686565436557,0.0,110.54583890857224,139.67072742704536,321.0533578706194,378.4931914843383,412.39623385768203,388.9985636220267,391.0406553032562,370.0501853803076,1072.6525078514476,1175.776033987766,1111.2085638618883,1125.6234820756006,1069.1960664443168,1132.799603901767,1064.5283787668604,1073.7988611001597,1088.9756813629954,1127.3993835371741,1102.3836603016211,1144.3711467876146,1159.6032667253055,1147.2529570238642,1175.924642568562,1160.6841375671506,1192.949811224261,1214.567862245663,1038.6868379834223,1091.5712755473187,1232.1069318853781,1267.206916687247,1265.8887677043351,1288.055081508551,1307.7906582477183,1324.8238200228739,1316.9502893048016,1369.7159134652702
le monde de jouet,512.9164178499262,415.976886016519,417.48671092622817,493.5757138474299,611.6650872005039,671.2378875629712,629.2566389796774,579.0522264873869,744.5582886517348,747.6424953144383,753.4408224937112,883.7930537178938,993.1206655789618,1231.848465721332,1090.3856463655418,1110.3854358735077,1113.2290464230618,1252.242979936402,1269.515892811114,598.6887680589974,477.02450104790216,376.54109961596487,216.55738754427196,110.54583890857224,0.0,71.04529400319207,297.2416621202351,306.7894432668764,341.0774026522426,287.56708086983804,281.3252441570077,259.76124306755236,988.0842853218545,1090.3925334483909,1036.244001430165,1057.3151995975468,1002.6510759980263,1066.4686208698313,1002.7167881809899,1015.4376247707193,1031.5081562934924,1068.921108641793,1049.2388396356666,1092.308570734479,1115.2969995924852,1108.540128863182,1135.627653106422,1124.7618628403081,1157.4936375635073,1183.8318892900293,1000.0623293075288,1065.5944673749016,1212.524268499398,1245.7984110601521,1250.049303547664,1271.1287861188575,1292.0942396357937,1312.675975022016,1306.14750315575,1363.2033646158595
eliza grill kitchen,457.94352632175077,356.61156248781396,369.74575751453864,478.4054478159713,611.743441730273,659.6082759486876,609.4164107570456,555.3107130246993,708.4333234680594,707.8087341930728,706.8308632197663,834.8153002910284,962.0155109976139,1206.357201371136,1040.1419533890555,1050.7457485043658,1052.4409898896943,1219.164360781597,1239.4539633645131,658.439556831149,542.2121640096245,433.85973505270107,222.35348996586495,139.67072742704536,71.04529400319207,0.0,226.7101093908254,244.10586904046366,278.4453016303202,252.80411903289865,269.8971900557692,253.58682142414264,1029.4152305556784,1130.7007655432094,1084.4576685606498,1109.4824388425443,1055.940968994006,1119.6931555118126,1058.4154874622725,1072.7077188125384,1089.134083435093,1126.0045666426047,1108.640056465578,1152.0458175350493,1177.7954321952518,1172.7859029251674,1199.3618837115012,1189.765912480266,1222.5778123293421,1250.08003795757,1064.5208522617113,1133.0365399668274,1281.0181059220045,1313.9441455404412,1319.114146728781,1340.0138622044176,1361.154029968688,1382.2194190503908,1375.8632060637424,1433.3685019910267
la casa del maestro,357.0436525132466,250.44282261626108,321.4989662502821,528.3215907002099,692.7759652297416,703.1092553792761,630.919428294929,569.0724675294,665.0245328557436,650.0767518531947,621.390098810723,732.782277692358,924.843260071673,1181.9801674309092,926.1777644167454,894.761956556044,890.9451494340153,1167.6626192954882,1198.3317424653326,846.8517209641839,747.5002478260459,622.5319790982628,333.74128093479834,321.0533578706194,297.2416621202351,226.7101093908254,0.0,160.6302592913303,176.88937249026577,294.01060882219883,370.26278897561394,370.70197800928986,1200.7107683368217,1298.3734550967993,1270.8595567567647,1304.373533156818,1253.5953720798432,1316.791492682118,1261.0720681229918,1278.485510946448,1295.5496850372049,1331.1489047435678,1318.5023081132624,1362.4115475875858,1393.3769748348795,1391.5353779189375,1417.1572226115213,1409.7988631716228,1442.702404829215,1472.1022780364142,1283.833113765181,1356.9572683765691,1506.2609750637503,1538.7324589089556,1544.9987449833088,1565.7002085967797,1587.0259613503492,1608.5457033295636,1602.3215781172019,1660.0542919434895
mural casa de la cultura,222.04199422631748,114.92520698262851,163.165214736475,371.9954056167898,540.2020024028049,543.7429642763205,470.4006666661943,408.47814201007134,512.0935517071075,501.23110368371994,483.3454442735547,604.54644759522,772.2292256189221,1027.4353945625974,806.2393511234739,806.8686756219998,808.3420026820331,1020.2150563974245,1047.9176664223198,902.5304972686519,783.8114493294928,677.9073898402347,432.08812480789146,378.4931914843383,306.7894432668764,244.10586904046366,160.6302592913303,0.0,34.37377052346746,152.6818080191612,243.74962666638075,253.50041992075674,1080.1547645592275,1174.4272751005062,1161.410873894334,1202.673914991092,1155.3467287788546,1217.3005075986785,1168.538498638363,1189.7664734308157,1207.5169684107964,1241.072330688264,1235.188607500895,1279.4609971390298,1319.088548127077,1323.890955403805,1347.1762561001437,1345.098825216943,1377.9799630255877,1412.442439747546,1218.4735306932193,1304.7458045151936,1459.1340929469095,1489.040160136724,1501.7430412024555,1520.9200108486966,1543.4366843508678,1568.8875902689779,1564.3126325961828,1626.5271761639888
mural danza,191.23494581273584,82.66822908469739,145.3107731725353,369.34829429686016,539.9585455384515,536.0127909854391,459.5043025913904,397.15782505195597,489.14435190442504,476.13071503527266,454.46901588557165,573.7534651747212,749.2515322640322,1005.7078631988517,774.4021944700313,772.6642191793276,774.0251370595143,994.9134785497682,1023.9065000770336,936.8799863376312,818.10136193506,712.2116118823112,463.74498778962567,412.39623385768203,341.0774026522426,278.4453016303202,176.88937249026577,34.37377052346746,0.0,166.2789228976421,260.43192584627565,273.03533910466615,1093.030243909106,1186.0519061154112,1177.3796208954866,1220.5658353812792,1174.1379261398554,1235.7032898313412,1188.604174357469,1210.6182040593974,1228.486124667267,1261.562741087418,1257.0772507686233,1301.3626919886708,1342.573497913615,1348.523234690452,1371.3863597469533,1370.1931113897779,1403.0360715248914,1438.265785903287,1243.6103681217844,1331.77674409039,1486.7230320742328,1516.2543719310422,1529.8088407706373,1548.7728840924356,1571.4287262551873,1597.3614480135673,1592.9925494489923,1655.7011440776382
mural personas,254.14579536163885,191.88078199757265,143.94602113292333,241.60399851823647,399.81215301688866,422.56647299566964,362.4291932226211,305.3694303626347,457.52415105653165,460.1111278810805,469.722604310246,602.1580890430685,709.3439233545319,953.9985170323903,809.5350622425195,851.6285275869989,858.8152636044609,967.0599760097613,986.7051335125403,874.7279770305738,741.3661450322641,658.5131692684665,473.8312768275222,388.9985636220267,287.56708086983804,252.80411903289865,294.01060882219883,152.6818080191612,166.2789228976421,0.0,95.02196903874388,111.64054908499868,927.8356816268708,1021.8043758958952,1011.106418187522,1054.5856185725272,1008.5895979039245,1069.935156025822,1023.9887341665435,1046.7780923385815,1064.766894723911,1097.3147645502634,1094.502546822071,1138.7738564350693,1182.547694471559,1190.9121214010713,1212.801233714742,1213.6727951552675,1246.3780576534552,1283.5973249037254,1087.3861682493482,1181.0762990171295,1337.7503638945495,1365.868189907064,1382.624759542516,1400.7075292508425,1423.8765681406517,1451.7722888249384,1448.3205784632073,1513.2337341270186
beaven,333.33011040108573,284.5205885344679,221.1258700378588,212.25142567247926,343.87644888825986,391.12825888703054,348.56357655383334,301.0977920875542,481.39842646190687,492.5090287497276,517.3987097007491,651.4647339649323,719.4066417541612,952.5762680751604,857.8968611668888,919.1974014323582,928.740763830252,979.763672831362,993.6702429377666,836.3587196891057,696.2477771598269,629.3889694775401,489.56500171070235,391.0406553032562,281.3252441570077,269.8971900557692,370.26278897561394,243.74962666638075,260.43192584627565,95.02196903874388,0.0,27.52794216791368,837.333418477968,932.7006808188788,917.75020266955,960.139677599046,913.8128587407818,975.2925087890299,928.9818954640613,951.7677968916578,969.764266458607,1002.2929542304485,999.6511587548929,1043.9158868893605,1088.31895513218,1097.4889997170815,1119.0269273346375,1120.6456355601445,1153.2829878221564,1191.2609931077238,994.5472932445193,1090.5266909617571,1247.8330292551163,1275.2939465080196,1293.4858762661463,1311.1470994896035,1334.5304092826061,1363.3093343771986,1360.2921719248407,1426.1877252662077
dino,357.32332935312246,303.3916816592044,245.01511871719268,234.85212900887228,358.1674364037021,411.4889311998562,372.3152219558046,326.3812151457249,508.47597013034937,519.9149116922882,544.8627118825439,678.9240858888422,745.185516901664,976.7952666244856,885.3974894927137,945.6010194579952,954.86631127085,1005.6228614147553,1018.9117930910409,809.2547892969185,668.867266055082,603.117342231178,470.8020481051458,370.0501853803076,259.76124306755236,253.58682142414264,370.70197800928986,253.50041992075674,273.03533910466615,111.64054908499868,27.52794216791368,0.0,832.015044395232,928.5762583654613,908.9364849647086,949.2067058865524,901.8894843604731,963.8019342686546,915.6553865401546,937.5890112410661,955.4683626892102,988.5374751115912,984.3745077967023,1028.6587522108584,1071.400036820981,1079.3568392797629,1101.365308923429,1102.048677191711,1134.7609006306132,1171.972308589243,975.7498284396466,1069.8510840766578,1226.7691251820777,1254.6460731218187,1271.979711669962,1289.8777040091825,1313.1413916635177,1341.4552313066583,1338.2248717610953,1403.6793951967807
Iglesia playa,1090.7773599594007,1094.4870306221083,1002.662725197262,772.6501979550643,622.4166270272669,714.9429153435958,792.7738392505141,827.5394393622578,975.9625353977477,1018.4953669506797,1099.4220010987592,1195.7509450132163,1016.5209700247211,1072.33509473485,1341.8923438562424,1512.0107564762889,1535.4831221801169,1193.8596360125423,1161.5369246821215,1160.9406519284266,1029.045224905106,1089.9078402323748,1181.778142038513,1072.6525078514476,988.0842853218545,1029.4152305556784,1200.7107683368217,1080.1547645592275,1093.030243909106,927.8356816268708,837.333418477968,832.015044395232,0.0,103.52227634668785,139.11110164181724,225.28721756904008,231.9666823058863,251.24506044895685,285.4916478638211,325.44597232105974,338.67114019355114,338.9211569082107,389.31123654474703,415.3947378097128,503.5103415025355,555.6662815035658,551.9987786218371,589.5309072474487,609.1110126241357,667.1312669932358,520.9820376941992,658.5905746364732,785.8193661395729,787.7564157149087,841.0712122050071,843.6061491003964,867.4738059445946,912.3882904224496,920.4332897608605,995.6768790124636
Aquamarino,1174.8605681101058,1183.9668666394343,1090.5531121408073,855.9202040494196,698.6981122773984,782.9185467850408,864.5635563103501,903.63627660691,1040.4894987456623,1084.0231470775889,1167.1863950543632,1256.884457537764,1058.6824095072138,1090.624541489875,1392.8127743526766,1571.5982816228832,1596.294674049876,1218.655314106495,1181.96429036583,1257.6403698991217,1127.9387391166242,1191.7270706415961,1285.057568710445,1175.776033987766,1090.3925334483909,1130.7007655432094,1298.3734550967993,1174.4272751005062,1186.0519061154112,1021.8043758958952,932.7006808188788,928.5762583654613,103.52227634668785,0.0,162.53468091456665,243.72223636755018,273.465970095001,268.13199305565905,327.22952510432185,364.2688940878702,373.4241187979159,362.6156837479593,421.889548578772,438.7101490733945,528.6837505541474,586.2808478024846,576.9386034059431,619.5925568468363,634.61885411639,692.8161269052563,569.6839180633415,703.0163523702703,816.7170164138862,813.6750862598658,870.9181316863256,870.543933698926,893.3946033528522,939.3046306710088,948.9829803531779,1022.9442192514703
Callejón playa,1192.4580866428807,1186.6350052143243,1098.4685902200392,877.9873594762057,738.2136412990484,837.5731478503834,911.445850284042,941.5190131378124,1099.767754073559,1141.3415569845863,1220.0903424337068,1321.2748754517359,1151.9332637353607,1211.4455794628168,1473.1734207824957,1637.911730252885,1660.4868110587329,1332.6400431099164,1300.5993095492554,1134.066943570793,1012.3702921856212,1090.039230486683,1216.8846127714821,1111.2085638618883,1036.244001430165,1084.4576685606498,1270.8595567567647,1161.410873894334,1177.3796208954866,1011.106418187522,917.75020266955,908.9364849647086,139.11110164181724,162.53468091456665,0.0,87.41033462926453,111.20996403200571,113.3798544715947,164.7065876035321,201.92909869555703,211.81286315991292,204.99438626459994,261.1721510804703,281.9381102298872,371.50492459723864,427.01144551405173,420.083057739776,460.64652522297393,477.6971849404181,535.9835837038295,407.1752264075013,540.7010001840204,657.9216853091256,657.0107308864901,712.6301095238679,713.5091042166175,736.8712366485748,782.387303130617,791.3540171756254,865.977964153823
Bar La Zebra,1247.022598431961,1234.88059835759,1149.5440261686372,936.5562383541097,804.5198443792422,907.9366062671997,978.7369273711911,1005.4628534660045,1170.131756897487,1210.8904443012175,1287.8425463153483,1392.5158468398124,1231.8771444019894,1296.9361641191133,1548.9818314299234,1709.0472157608754,1730.8777548111248,1416.8560659784748,1385.6684819248794,1107.21880985648,992.9174503955503,1080.4603486477417,1228.374901160065,1125.6234820756006,1057.3151995975468,1109.4824388425443,1304.373533156818,1202.673914991092,1220.5658353812792,1054.5856185725272,960.139677599046,949.2067058865524,225.28721756904008,243.72223636755018,87.41033462926453,0.0,59.567203224593314,26.010989985004404,96.49907875207927,126.2916074012838,132.0786205258065,119.05884007498142,178.7610340650333,195.66815019312673,285.5700390447149,342.5720508155912,334.0356873149933,375.9365917279136,391.7290906991719,450.0129307031077,332.62671510268086,461.85321412760567,573.1472315208371,571.027018362529,627.5221551467326,627.7148158200506,650.8587803817354,696.5612283927379,705.8817502244976,780.1971229118959
Mural Ballena Playa,1206.958864626297,1191.0708679587458,1107.500459593584,899.9148006894874,774.5204158058068,881.3318959960544,948.9740117094883,972.7342784131749,1142.8130518155626,1182.6847039680524,1257.7989082520305,1365.6995536354252,1216.282855342457,1292.9810585232872,1527.137301620257,1681.746618846014,1702.80097721372,1409.224759149512,1380.3310039624555,1048.4695226853282,933.4978200295917,1020.9535184816202,1171.2542714970136,1069.1960664443168,1002.6510759980263,1055.940968994006,1253.5953720798432,1155.3467287788546,1174.1379261398554,1008.5895979039245,913.8128587407818,901.8894843604731,231.9666823058863,273.465970095001,111.20996403200571,59.567203224593314,0.0,63.81757203153372,54.44910743070081,93.73959675612011,106.77449742330796,113.07640116310739,157.4490266721265,186.46972649735937,272.54389609749103,323.70131247803124,320.80156873057837,357.56681907022636,377.5735885890325,435.43548144357743,296.3475528834345,431.0839961074871,553.9599488230174,555.8951919202036,609.1609403926027,611.6581892691376,635.567577917565,680.428445319565,688.4836615345349,763.7105187831316
Mural Pescado,1265.1969482258482,1251.3762939260116,1166.851011783424,955.9770813152373,825.9857783279322,930.320516918766,1000.3286201044135,1026.2012319715855,1192.4067650344825,1232.9488544542307,1309.423689910947,1414.950752535225,1256.4510443706115,1322.7029665801765,1572.526432750814,1731.3985735526062,1753.0357685170031,1442.3656159587279,1411.3522217363036,1102.0769176876902,990.2083201528858,1080.634321220643,1234.6030119030163,1132.799603901767,1066.4686208698313,1119.6931555118126,1316.791492682118,1217.3005075986785,1235.7032898313412,1069.935156025822,975.2925087890299,963.8019342686546,251.24506044895685,268.13199305565905,113.3798544715947,26.010989985004404,63.81757203153372,0.0,84.99594460913998,108.57256789815739,111.69418606176417,94.58517114220389,156.1249541232919,170.6527239747435,260.628186503302,318.33054141882144,308.99202837613785,351.52874846874187,366.6924347460689,424.9491708428198,312.80960087567644,439.88687113847806,548.5911083858359,545.9209980390937,602.8010315186928,602.6848018657846,625.7232989109484,671.5037981277545,680.9813340319984,755.1475385644848
Cancha Playa,1229.4343032468225,1209.0521737294882,1127.8296006489634,926.6887431063356,807.7873874974775,917.019206996233,981.9708274689223,1003.0894610651634,1177.4490904068846,1216.552515142688,1290.0373415138029,1400.4542843306238,1258.8377657585588,1341.276848678154,1565.4234571195104,1715.8466462070553,1736.2589110210492,1455.819914172079,1427.984506918755,1017.9485849982799,907.7330612575482,1001.0149489393252,1164.2847830320554,1064.5283787668604,1002.7167881809899,1058.4154874622725,1261.0720681229918,1168.538498638363,1188.604174357469,1023.9887341665435,928.9818954640613,915.6553865401546,285.4916478638211,327.22952510432185,164.7065876035321,96.49907875207927,54.44910743070081,84.99594460913998,0.0,40.16289456700055,55.63867899222627,75.08690431759719,105.59849667490536,139.39291947584715,221.7638496238735,270.6858773560231,269.4970133415211,304.5387706023652,325.63179835513614,383.1485690955925,242.47108899825565,376.6810029720108,500.3672930957818,503.18491720241377,555.6664332133083,558.6457619994983,582.7061985254662,627.3255713742268,635.1077099988631,710.4644745516837
