compared,azteca retas,bomberos,cancha azteca,garrafa,beisbol azteca,iglesia azteca,awa,skaus,bethel playas,mural acordeon,danza pavlova,parque lluvia,iglesia renovación,iglesia jesucristo,cbtis,arriba de cbtis,parque bc,peewee wings,iglesia testigos,cinepolis,fuente xocolatl,nopales,royal academy,pozito,le monde de jouet,eliza grill kitchen,la casa del maestro,mural casa de la cultura,mural danza,mural personas,beaven,dino,Iglesia playa,Aquamarino,Callejón playa,Bar La Zebra,Mural Ballena Playa,Mural Pescado,Cancha Playa,Motel Monumental,Clamatos playa,Pizza NY,Pizzas del Pacifico,Jim Morrison,Mural Máscara,Estatuas Playa,Mural Ballenas,Mural Cantinflas,Mural Pez Postal,Corazón Teletón,Lesly Grafiti,Mural Steve Jobs,Kotiki,Mural Mándela,Última Oportunidad,Mándale Minotauro,Corazón Playa,Corazón Vegetal,Terraza Vallarta,Gym Playa
Motel Monumental,1256.3021480917719,1233.232455176233,1153.5098817088651,956.3083982168096,840.9871024575824,951.3190924710805,1014.8695776798121,1034.584640326735,1211.0633252642076,1249.7539102559351,1322.350643059548,1434.0347205001697,1296.147664195712,1380.696180663943,1600.7185277868186,1748.9935877526823,1769.062593352762,1494.6781401358621,1467.1997714353695,1006.8859101209035,900.9445891951402,998.8192667845369,1171.740119864469,1073.7988611001597,1015.4376247707193,1072.7077188125384,1278.485510946448,1189.7664734308157,1210.6182040593974,1046.7780923385815,951.7677968916578,937.5890112410661,325.44597232105974,364.2688940878702,201.92909869555703,126.2916074012838,93.73959675612011,108.57256789815739,40.16289456700055,0.0,18.55499124225069,53.61013057249529,65.7992158007981,102.45595980712885,182.05494802394134,230.53555495844887,229.5646316399806,264.39216421823096,285.53523985665936,343.0019873120271,206.75381713525874,338.7787993661941,460.37339812374046,463.0235454056305,515.6369421404949,518.5077076572729,542.5536851777896,587.2018872585477,595.0433579160429,670.3695342868738
Clamatos playa,1274.7160079798166,1251.3859667584577,1171.8260147735243,974.8574927649681,859.4167624616127,969.6249086115723,1033.3293934656074,1053.1216439234358,1229.4599784051532,1268.1919361437367,1340.854316956171,1452.4380159235711,1313.7253494166885,1396.9032912123873,1618.8694891497585,1767.441250876532,1787.537768803781,1511.411161828574,1483.6228187110091,1014.9575747291116,910.8397299744889,1010.4041980316589,1186.3907903384954,1088.9756813629954,1031.5081562934924,1089.134083435093,1295.5496850372049,1207.5169684107964,1228.486124667267,1064.766894723911,969.764266458607,955.4683626892102,338.67114019355114,373.4241187979159,211.81286315991292,132.0786205258065,106.77449742330796,111.69418606176417,55.63867899222627,18.55499124225069,0.0,39.68257300125578,50.67648073810966,84.48057409842811,166.36683443523228,217.0462992082565,214.34595774121794,250.90046034234373,270.8827652324895,328.6792360341615,201.12162489399296,330.0701686005568,447.6082298171025,449.12478945166237,502.7005744973841,504.9375169265996,528.8118368569297,573.7309767652432,581.9201031928696,657.0654580785692
Pizza NY,1304.2263387924659,1283.0066289774188,1202.304315262987,1001.7753833070565,882.131305532232,990.7174105667063,1056.4115692285843,1077.9694023950772,1251.5139077533256,1290.8251486936563,1364.666210653726,1474.5103626967157,1329.0256769904786,1405.3400286051772,1638.1884465774992,1790.102685462485,1810.6705543803378,1522.1515620003154,1492.9581481073071,1053.477065388706,950.1785950546349,1050.0756247051922,1225.2352910359707,1127.3993835371741,1068.921108641793,1126.0045666426047,1331.1489047435678,1241.072330688264,1261.562741087418,1097.3147645502634,1002.2929542304485,988.5374751115912,338.9211569082107,362.6156837479593,204.99438626459994,119.05884007498142,113.07640116310739,94.58517114220389,75.08690431759719,53.61013057249529,39.68257300125578,0.0,64.72840566551902,76.95387969426885,166.61506594543002,223.74639974757136,215.15209736370218,256.9806475203921,272.8137535022749,331.10740553482043,225.9260573727608,347.4943849906067,454.1250374071,452.14036504165387,508.46413462504904,508.75422455248474,531.992291109561,577.6163104518432,586.8474064865585,661.2407017115628
Pizzas del Pacifico,1309.0899809027644,1282.5550586622003,1204.8732580649303,1012.7809986862906,901.6330617828962,1013.0509496071755,1075.0641499464114,1093.1837746692,1271.947154012304,1310.1676324043424,1381.7311767489362,1494.8076484952837,1360.6655824999764,1446.4839460222156,1663.2939541764708,1809.2027089300968,1828.8739016126838,1560.26894252241,1532.9384144511482,1003.1734358524451,904.846373701083,1009.8591260666014,1197.3709774752351,1102.3836603016211,1049.2388396356666,1108.640056465578,1318.5023081132624,1235.188607500895,1257.0772507686233,1094.502546822071,999.6511587548929,984.3745077967023,389.31123654474703,421.889548578772,261.1721510804703,178.7610340650333,157.4490266721265,156.1249541232919,105.59849667490536,65.7992158007981,50.67648073810966,64.72840566551902,0.0,44.28573698156103,116.2568213052464,166.52454263561273,163.9030460363687,200.35555619947255,220.24687330357273,278.00613752217777,161.44757817942025,283.84408554697774,397.2751999558996,398.46019474973906,452.2788570119103,454.3196039133685,478.16264356388194,523.1297051401307,531.4169310437898,606.5005122009378
Jim Morrison,1352.9573832164856,1326.768244419499,1248.9168344209313,1055.825440212538,942.8959566145144,1053.600683371077,1116.6013612744703,1135.489093430668,1313.0902540571992,1351.5962367881912,1423.707614961724,1536.029142464426,1398.1174878027955,1479.3071720234443,1703.1609011775724,1850.7662442620895,1870.6528414700574,1594.7692536853099,1566.4347448904473,1033.5745059259154,938.8557027040949,1046.5733849090564,1238.5938557897014,1144.3711467876146,1092.308570734479,1152.0458175350493,1362.4115475875858,1279.4609971390298,1301.3626919886708,1138.7738564350693,1043.9158868893605,1028.6587522108584,415.3947378097128,438.7101490733945,281.9381102298872,195.66815019312673,186.46972649735937,170.6527239747435,139.39291947584715,102.45595980712885,84.48057409842811,76.95387969426885,44.28573698156103,0.0,89.97904756108498,149.08758834993608,138.37155271225365,181.63552956401452,196.06969398660266,254.34773834260847,173.43179927568073,280.11052675685005,378.2007535687892,375.3588737461791,432.2235729341934,432.0641436175884,455.19257573031655,500.90141115792443,510.3287251370434,584.5406993529193
Mural Máscara,1404.586178559365,1372.5714676474954,1298.3340487332218,1114.6802355832815,1010.0801306827098,1122.9949372103154,1182.577493866681,1198.2069165632452,1380.334177835208,1417.7793714467705,1487.6375527997402,1602.858434953006,1474.7845532483718,1562.7059831587,1774.1843489615164,1916.1653147106072,1935.174291917914,1676.1340168673864,1649.064569081514,1006.3094651746053,922.4167585749947,1038.5102507919696,1249.1279538141798,1159.6032667253055,1115.2969995924852,1177.7954321952518,1393.3769748348795,1319.088548127077,1342.573497913615,1182.547694471559,1088.31895513218,1071.400036820981,503.5103415025355,528.6837505541474,371.50492459723864,285.5700390447149,272.54389609749103,260.628186503302,221.7638496238735,182.05494802394134,166.36683443523228,166.61506594543002,116.2568213052464,89.97904756108498,0.0,62.56444037949991,48.598736609093045,92.93805356257468,106.20237332564659,164.49570511110625,132.42770858094616,202.52521077633767,288.4052374697797,285.5296707874683,342.2773729009851,342.15049378891746,365.3853647862761,411.00642391573405,420.3548064433188,494.6359778665519
Estatuas Playa,1418.5785734318704,1382.0025760468034,1310.7951205661395,1135.344004960611,1038.2439337650858,1152.841448335373,1209.1933579870508,1221.9277710650495,1407.690593312323,1444.1128619675126,1511.8474407492313,1629.5072125338997,1511.1133329105398,1606.5907350037844,1804.5681406087165,1941.1710985124419,1959.3703585846145,1717.457578428067,1691.9295428001724,967.2273739405849,890.232429930521,1011.1228456522977,1233.273490268886,1147.2529570238642,1108.540128863182,1172.7859029251674,1391.5353779189375,1323.890955403805,1348.523234690452,1190.9121214010713,1097.4889997170815,1079.3568392797629,555.6662815035658,586.2808478024846,427.01144551405173,342.5720508155912,323.70131247803124,318.33054141882144,270.6858773560231,230.53555495844887,217.0462992082565,223.74639974757136,166.52454263561273,149.08758834993608,62.56444037949991,0.0,32.94957359359905,33.86734415332859,59.49995378149468,113.61203193324202,108.65260972475538,141.770756505,230.92044734063722,232.562653278638,285.79026785389317,287.9904720646154,312.0206563674912,356.73172118554305,364.8932601460323,440.02272964018573
Mural Ballenas,1438.220388466246,1403.5232627213556,1331.05902667763,1151.894126037632,1050.9847140658137,1164.7092231969316,1222.8054181266943,1237.0185336121688,1420.9613398330018,1457.926990798922,1526.7602092339189,1643.189076673771,1519.281694123904,1609.7257719872662,1816.257906383342,1955.7421937719703,1974.353854429342,1722.4045052484043,1695.8017363477372,1000.1452201055605,922.6462618468684,1042.925315926313,1262.8457179719144,1175.924642568562,1135.627653106422,1199.3618837115012,1417.1572226115213,1347.1762561001437,1371.3863597469533,1212.801233714742,1119.0269273346375,1101.365308923429,551.9987786218371,576.9386034059431,420.083057739776,334.0356873149933,320.80156873057837,308.99202837613785,269.4970133415211,229.5646316399806,214.34595774121794,215.15209736370218,163.9030460363687,138.37155271225365,48.598736609093045,32.94957359359905,0.0,50.17545415838306,57.70088474191713,115.97724345749909,137.68278904786905,170.181193438053,240.82887409943189,236.99883058783226,294.2701024569095,293.69644873576533,316.84425006618005,362.5299409703977,372.0448474310591,446.16980467082266
Mural Cantinflas,1443.375700224997,1405.0630027155366,1335.0723153822044,1162.6503227540084,1067.9224088855894,1182.9365670229322,1238.3384487287794,1250.1784258656842,1436.9825519121657,1473.0869082644108,1540.1417158495512,1658.5259790850428,1542.7616407274327,1639.7076994391407,1834.6416858067953,1969.615024846226,1987.5528393730817,1750.1280379732223,1724.8752767664103,964.9972846075785,892.7640409985161,1016.4311189647826,1244.8057475767052,1160.6841375671506,1124.7618628403081,1189.765912480266,1409.7988631716228,1345.098825216943,1370.1931113897779,1213.6727951552675,1120.6456355601445,1102.048677191711,589.5309072474487,619.5925568468363,460.64652522297393,375.9365917279136,357.56681907022636,351.52874846874187,304.5387706023652,264.39216421823096,250.90046034234373,256.9806475203921,200.35555619947255,181.63552956401452,92.93805356257468,33.86734415332859,50.17545415838306,0.0,32.93889038811113,80.70595021434295,126.63092908132678,122.26126778338268,197.29309060380197,198.77363230569594,252.03661202293608,254.12506566649427,278.1741688223405,322.8646188420156,331.0669812892853,406.16508220180623
Mural Pez Postal,1475.6533984984417,1437.724938679162,1367.4827941879196,1193.9629775248477,1097.68582759367,1212.3320753407459,1268.5274584730123,1280.9722473184188,1467.0630814658243,1503.4051201855075,1570.9150272373104,1688.8141832658796,1570.3439585644924,1664.278721999413,1864.0596252266182,2000.2997417387226,2018.4007848789597,1775.8586178522207,1749.9298893669998,990.9271426295679,921.2886047270964,1046.1509742384224,1276.6130051429056,1192.949811224261,1157.4936375635073,1222.5778123293421,1442.702404829215,1377.9799630255877,1403.0360715248914,1246.3780576534552,1153.2829878221564,1134.7609006306132,609.1110126241357,634.61885411639,477.6971849404181,391.7290906991719,377.5735885890325,366.6924347460689,325.63179835513614,285.53523985665936,270.8827652324895,272.8137535022749,220.24687330357273,196.06969398660266,106.20237332564659,59.49995378149468,57.70088474191713,32.93889038811113,0.0,58.29373637021393,159.53587214165978,139.49962616437367,183.86123816617794,179.32749928552508,236.8141636389175,235.99579763207652,259.18311152542327,304.8327134675674,314.37487335981547,388.47108219274185
Corazón Teletón,1516.2176234300932,1475.3115318467485,1407.2073196583367,1239.0269237591247,1146.9676624037838,1262.3439357005682,1316.8133854119192,1327.6616970071857,1515.5750677878018,1551.335409413451,1617.6082756032129,1736.7962472610307,1623.2471379614383,1720.1944179655973,1913.965308071178,2047.1946254569934,2064.8181930862584,1830.8183215436752,1805.474178713171,986.9798614460175,925.5930814888364,1054.6100938261495,1294.9033713756405,1214.567862245663,1183.8318892900293,1250.08003795757,1472.1022780364142,1412.442439747546,1438.265785903287,1283.5973249037254,1191.2609931077238,1171.972308589243,667.1312669932358,692.8161269052563,535.9835837038295,450.0129307031077,435.43548144357743,424.9491708428198,383.1485690955925,343.0019873120271,328.6792360341615,331.10740553482043,278.00613752217777,254.34773834260847,164.49570511110625,113.61203193324202,115.97724345749909,80.70595021434295,58.29373637021393,0.0,198.27724276880593,130.94448594728985,127.5621025226536,121.03396754630492,179.2477419662518,177.74033025737293,200.89092612659238,246.55696481746364,256.2574956952479,330.1993682610552
Lesly Grafiti,1318.3441854842006,1278.8805599429527,1209.6318645356528,1041.115237809917,952.4711382503934,1068.7534369535379,1121.0029656517418,1130.5271717654557,1319.8835595991034,1355.0658115752165,1420.3885030863914,1540.5072445464186,1435.1509307734848,1543.6819196324093,1719.7722528579184,1850.0190815502417,1867.36381931856,1649.4282247190995,1626.832436669493,874.3440286866492,790.1952901023898,907.5870233757202,1125.188543222868,1038.6868379834223,1000.0623293075288,1064.5208522617113,1283.833113765181,1218.4735306932193,1243.6103681217844,1087.3861682493482,994.5472932445193,975.7498284396466,520.9820376941992,569.6839180633415,407.1752264075013,332.62671510268086,296.3475528834345,312.80960087567644,242.47108899825565,206.75381713525874,201.12162489399296,225.9260573727608,161.44757817942025,173.43179927568073,132.42770858094616,108.65260972475538,137.68278904786905,126.63092908132678,159.53587214165978,198.27724276880593,0.0,138.7503030627321,284.6379893830056,299.8384673453358,339.24180461729657,348.61137216103555,373.6179016053701,413.86420731926074,418.03893658366326,493.43171705920975
Mural Steve Jobs,1419.7036831677235,1372.9189470613333,1309.2256239854153,1154.4571483602153,1076.078161938063,1193.4614075034012,1241.5889413167306,1247.3560997966858,1440.3177824702436,1474.05245717376,1536.3016157317547,1659.1519082049117,1565.0608814036596,1679.4405450625513,1842.4960967394204,1965.5350130943991,1981.725599698404,1783.2161766033864,1761.7923624536463,856.9378386440875,794.7380832072917,924.4413389718139,1169.2056012524058,1091.5712755473187,1065.5944673749016,1133.0365399668274,1356.9572683765691,1304.7458045151936,1331.77674409039,1181.0762990171295,1090.5266909617571,1069.8510840766578,658.5905746364732,703.0163523702703,540.7010001840204,461.85321412760567,431.0839961074871,439.88687113847806,376.6810029720108,338.7787993661941,330.0701686005568,347.4943849906067,283.84408554697774,280.11052675685005,202.52521077633767,141.770756505,170.181193438053,122.26126778338268,139.49962616437367,130.94448594728985,138.7503030627321,0.0,159.0947051287377,184.79530973485225,209.95856972269553,223.83819557886008,248.3457287734178,284.153008958202,286.00887206518615,360.20379842528035
Kotiki,1577.7954641841254,1529.4724582025005,1467.0617960058805,1313.5238681500996,1233.4477179840255,1350.4911588011228,1399.82845020381,1406.1951170801299,1598.6373858070504,1632.6444595502107,1695.2652143248856,1817.8243777934106,1719.43263249829,1827.030735154721,2000.3212815195466,2124.554352540786,2140.7979557398685,1933.8567331888887,1910.7571661516804,950.2536468227837,907.5056961253742,1044.0676702206615,1304.2614881993563,1232.1069318853781,1212.524268499398,1281.0181059220045,1506.2609750637503,1459.1340929469095,1486.7230320742328,1337.7503638945495,1247.8330292551163,1226.7691251820777,785.8193661395729,816.7170164138862,657.9216853091256,573.1472315208371,553.9599488230174,548.5911083858359,500.3672930957818,460.37339812374046,447.6082298171025,454.1250374071,397.2751999558996,378.2007535687892,288.4052374697797,230.92044734063722,240.82887409943189,197.29309060380197,183.86123816617794,127.5621025226536,284.6379893830056,159.0947051287377,0.0,40.060780072285105,55.524850292459135,64.92469637972907,89.73403479171098,129.46552320984924,135.22069257328923,210.93504023751007
Mural Mándela,1604.1948115176037,1557.7068366351866,1493.8482258917738,1336.090135469909,1251.9526058521544,1368.4583983811856,1419.6687698544335,1427.543400671237,1618.5612900968563,1653.1849808778204,1717.0399073987767,1838.5311219557857,1734.3434057302493,1836.8642901695268,2019.2076406353062,2146.5643345588314,2163.252851148011,1945.6698557052273,1921.4288868703939,990.1483696901186,946.3888792668687,1082.411520679635,1340.5548872388626,1267.206916687247,1245.7984110601521,1313.9441455404412,1538.7324589089556,1489.040160136724,1516.2543719310422,1365.868189907064,1275.2939465080196,1254.6460731218187,787.7564157149087,813.6750862598658,657.0107308864901,571.027018362529,555.8951919202036,545.9209980390937,503.18491720241377,463.0235454056305,449.12478945166237,452.14036504165387,398.46019474973906,375.3588737461791,285.5296707874683,232.562653278638,236.99883058783226,198.77363230569594,179.32749928552508,121.03396754630492,299.8384673453358,184.79530973485225,40.060780072285105,0.0,64.27065348975374,57.08882640237057,79.86085712036906,125.63606170204478,136.1368465919495,209.26966359221777
Última Oportunidad,1624.3948636338396,1574.121377086278,1513.3130469602118,1363.4937255447858,1285.9230919460151,1403.1990510971707,1451.5351173843505,1456.9725827550772,1650.2471216457247,1683.8767894653101,1745.6801048588484,1868.9164514498768,1773.3501962387463,1882.2190291780603,2052.4455608127587,2174.727180429766,2190.6484008393495,1988.6582920401383,1965.798369365485,963.8175883952316,929.2243606901403,1068.1554797874699,1335.0059119719283,1265.8887677043351,1250.049303547664,1319.114146728781,1544.9987449833088,1501.7430412024555,1529.8088407706373,1382.624759542516,1293.4858762661463,1271.979711669962,841.0712122050071,870.9181316863256,712.6301095238679,627.5221551467326,609.1609403926027,602.8010315186928,555.6664332133083,515.6369421404949,502.7005744973841,508.46413462504904,452.2788570119103,432.2235729341934,342.2773729009851,285.79026785389317,294.2701024569095,252.03661202293608,236.8141636389175,179.2477419662518,339.24180461729657,209.95856972269553,55.524850292459135,64.27065348975374,0.0,25.049878243217073,42.0451281363251,74.70703112826801,79.69584242606386,155.41493686258087
Mándale Minotauro,1641.535347471994,1592.3323688853404,1530.6518149141561,1378.2923196477589,1298.298575367007,1415.2934537402482,1464.7506314045406,1471.0812225366756,1663.5612866678523,1697.5637815705188,1760.111703756327,1882.737694661686,1783.7083156446852,1889.5577660923734,2065.212504441129,2189.369201048558,2205.556924792466,1997.1932958279228,1973.6473193050476,988.763369922248,953.5330484571575,1092.1840010730793,1357.899169526221,1288.055081508551,1271.1287861188575,1340.0138622044176,1565.7002085967797,1520.9200108486966,1548.7728840924356,1400.7075292508425,1311.1470994896035,1289.8777040091825,843.6061491003964,870.543933698926,713.5091042166175,627.7148158200506,611.6581892691376,602.6848018657846,558.6457619994983,518.5077076572729,504.9375169265996,508.75422455248474,454.3196039133685,432.0641436175884,342.15049378891746,287.9904720646154,293.69644873576533,254.12506566649427,235.99579763207652,177.74033025737293,348.61137216103555,223.83819557886008,64.92469637972907,57.08882640237057,25.049878243217073,0.0,25.00704700679386,68.8802097848141,79.08775442506882,152.48648267961323
Corazón Playa,1665.1677905244264,1615.4351198980414,1554.1929617972153,1402.7296271199234,1323.1791972367157,1440.2052857145054,1489.5190005501777,1495.6831592620142,1688.3161558487793,1722.2534013611353,1784.6455204605759,1907.4036367009473,1808.7143357921395,1914.3876103339157,2090.0522214767743,2213.8566656628877,2229.9762188193845,2022.1398807451476,1998.5338416449197,1001.2868208959908,969.1490936383318,1108.5877958014871,1376.5854377407888,1307.7906582477183,1292.0942396357937,1361.154029968688,1587.0259613503492,1543.4366843508678,1571.4287262551873,1423.8765681406517,1334.5304092826061,1313.1413916635177,867.4738059445946,893.3946033528522,736.8712366485748,650.8587803817354,635.567577917565,625.7232989109484,582.7061985254662,542.5536851777896,528.8118368569297,531.992291109561,478.16264356388194,455.19257573031655,365.3853647862761,312.0206563674912,316.84425006618005,278.1741688223405,259.18311152542327,200.89092612659238,373.6179016053701,248.3457287734178,89.73403479171098,79.86085712036906,42.0451281363251,25.00704700679386,0.0,46.360009706642636,59.368831047949676,129.68022902509074
Corazón Vegetal,1694.8627715835878,1643.0046097622492,1583.5347504870238,1436.4507819274559,1360.2311664198846,1477.5919895898191,1525.4809194808045,1530.4100637410877,1724.1295197867241,1757.553507862563,1818.869024971287,1942.5013987124953,1848.0456826063582,1956.484152989745,2126.5662811208117,2247.7289505632125,2263.4366158565163,2063.2350707081346,2040.2187938797153,1001.4214691127808,976.1941735126267,1117.2931019656392,1390.743015981026,1324.8238200228739,1312.675975022016,1382.2194190503908,1608.5457033295636,1568.8875902689779,1597.3614480135673,1451.7722888249384,1363.3093343771986,1341.4552313066583,912.3882904224496,939.3046306710088,782.387303130617,696.5612283927379,680.428445319565,671.5037981277545,627.3255713742268,587.2018872585477,573.7309767652432,577.6163104518432,523.1297051401307,500.90141115792443,411.00642391573405,356.73172118554305,362.5299409703977,322.8646188420156,304.8327134675674,246.55696481746364,413.86420731926074,284.153008958202,129.46552320984924,125.63606170204478,74.70703112826801,68.8802097848141,46.360009706642636,0.0,17.62927678607378,83.64474221372191
Terraza Vallarta,1692.2176448967787,1639.3644779913955,1580.7382850427834,1435.9267820122304,1361.6624812705973,1479.2097402667414,1526.2170198566125,1530.4279953660023,1724.7460048366543,1757.8644409623853,1818.5588879659629,1942.672287803581,1850.9034854362344,1961.4642266684343,2127.5587723491917,2247.1780989053805,2262.6584103218056,2067.3822957547063,2044.8447921786142,988.4185252209714,965.1313416318009,1106.682291220023,1381.8344720334633,1316.9502893048016,1306.14750315575,1375.8632060637424,1602.3215781172019,1564.3126325961828,1592.9925494489923,1448.3205784632073,1360.2921719248407,1338.2248717610953,920.4332897608605,948.9829803531779,791.3540171756254,705.8817502244976,688.4836615345349,680.9813340319984,635.1077099988631,595.0433579160429,581.9201031928696,586.8474064865585,531.4169310437898,510.3287251370434,420.3548064433188,364.8932601460323,372.0448474310591,331.0669812892853,314.37487335981547,256.2574956952479,418.03893658366326,286.00887206518615,135.22069257328923,136.1368465919495,79.69584242606386,79.08775442506882,59.368831047949676,17.62927678607378,0.0,75.73830800856327
Gym Playa,1758.744870298134,1703.7687806741853,1646.9943903061724,1506.333742900291,1434.6881671638616,1552.4190481954286,1598.3803068106163,1601.6177135946018,1796.7198861536542,1829.421847387857,1889.205391083775,2014.005560096595,1925.24910567438,2037.0095966391518,2199.9630746219354,2317.3859679604516,2332.4974563115816,2142.578900320826,2120.262132095935,1019.2053446190321,1005.9243248376092,1149.189489683925,1430.8453724983704,1369.7159134652702,1363.2033646158595,1433.3685019910267,1660.0542919434895,1626.5271761639888,1655.7011440776382,1513.2337341270186,1426.1877252662077,1403.6793951967807,995.6768790124636,1022.9442192514703,865.977964153823,780.1971229118959,763.7105187831316,755.1475385644848,710.4644745516837,670.3695342868738,657.0654580785692,661.2407017115628,606.5005122009378,584.5406993529193,494.6359778665519,440.02272964018573,446.16980467082266,406.16508220180623,388.47108219274185,330.1993682610552,493.43171705920975,360.20379842528035,210.93504023751007,209.26966359221777,155.41493686258087,152.48648267961323,129.68022902509074,83.64474221372191,75.73830800856327,0.0
